江苏 连去港 34.36 119.10 
江苏 溧阳 31.26 119.29 
江苏 南通 32.01 120.51 
江苏 邳州 34.19 117.59 
江苏 启乐 31.48 121.39 
江苏 如皋 32.23 120.33 
江苏 宿迁 33.58 118.18 
江苏 苏州 31.19 120.37 
江苏 太仓 31.27 121.06 
江苏 泰兴 32.10 120.01 
江苏 泰州 32.30 119.54 
江苏 通州 32.05 121.03 
江苏 吴江 31.10 120.39 
江苏 无锡 31.34 120.18 
江苏 兴化 32.56 119.50 
江苏 新沂 34.22 118.20 
江苏 徐州 34.15 117.11 
江苏 盐在 33.22 120.08 
江苏 扬中 32.14 119.49 
江苏 扬州 32.23 119.26 
江苏 宜兴 31.21 119.49 
江苏 仪征 32.16 119.10 
江苏 张家港 31.52 120.32 
江苏 镇江 32.11 119.27
江西 南昌 28.40 115.55 
江西 德兴 28.57 117.35 
江西 丰城 28.12 115.48 
江西 赣州 28.52 114.56 
江西 高安 28.25 115.22 
江西 吉安 27.07 114.58 
江西 景德镇 29.17 117.13 
江西 井冈山 26.34 114.10 
江西 九江 29.43 115.58 
江西 乐平 28.58 117.08 
江西 临川 27.59 116.21 
江西 萍乡 27.37 113.50 
江西 瑞昌 29.40 115.38 
江西 瑞金 25.53 116.01 
江西 上饶 25.27 117.58 
江西 新余 27.48 114.56 
江西 宜春 27.47 114.23 
江西 鹰潭 28.14 117.03 
江西 樟树 28.03 115.32
辽宁 沈阳 41.48 123.25 
辽宁 鞍山 41.07 123.00 
辽宁 北票 41.48 120.47 
辽宁 本溪 41.18 123.46 
辽宁 朝阳 41.34 120.27 
辽宁 大连 38.55 121.36 
辽宁 丹东 40.08 124.22 
辽宁 大石桥 40.37 122.31 
辽宁 东港 39.53 124.08 
辽宁 凤城 40.28 124.02 
辽宁 抚顺 41.51 123.54 
辽宁 阜新 42.01 121.39 
辽宁 盖州 40.24 122.21 
辽宁 海城 40.51 122.43 
辽宁 葫芦岛 40.45 120.51 
辽宁 锦州 41.07 121.09 
辽宁 开原 42.32 124.02 
辽宁 辽阳 41.16 123.12 
辽宁 凌海 41.10 121.21 
辽宁 凌源 41.14 119.22 
辽宁 盘锦 41.07 122.03 
辽宁 普兰店 39.23 121.58 
辽宁 铁法 42.28 123.32 
辽宁 铁岭 42.18 123.51 
辽宁 瓦房店 39.37 122.00 
辽宁 兴城 40.37 120.41 
辽宁 新民 41.59 122.49 
辽宁 营口 40.39 122.13 
辽宁 庄河 39.41 122.58
内蒙古 呼和浩特 40.48 111.41 
内蒙古 包头 40.39 109.49 
内蒙古 赤峰 42.17 118.58 
内蒙古 东胜 39.48 109.59 
内蒙古 二连浩特 43.38 111.58 
内蒙古 额尔古纳 50.13 120.11 
内蒙古 丰镇 40.27 113.09 
内蒙古 根河 50.48 121.29 
内蒙古 海拉尔 49.12 119.39 
内蒙古 霍林郭勒 45.32 119.38 
内蒙古 集宁 41.02 113.06 
内蒙古 临河 40.46 107.22 
内蒙古 满洲里 49.35 117.23 
内蒙古 通辽 43.37 122.16 
内蒙古 乌兰浩特 46.03 122.03 
内蒙古 乌海 39.40 106.48 
内蒙古 锡林浩特 43.57 116.03 
内蒙古 牙克石 49.17 120.40 
内蒙古 扎兰屯 48.00 122.47
宁夏 银川 38.27 106.16 
宁夏 青铜峡 37.56 105.59 
宁夏 石嘴山 39.02 106.22 
宁夏 吴忠 37.59 106.11
青海 西宁 36.38 101.48 
青海 德令哈 37.22 97.23 
青海 格尔木 36.26 94.55
山东 济南 36.40 117.00 
山东 安丘 36.25 119.12 
山东 滨州 37.22 118.02 
山东 昌邑 39.52 119.24 
山东 德州 37.26 116.17 
山东 东营 37.27 118.30 
山东 肥城 36.14 116.46 
山东 高密 36.22 119.44 
山东 菏泽 35.14 115.26 
山东 胶南 35.53 119.58 
山东 胶州 36.17 120.00 
山东 即墨 36.22 120.28 
山东 济宁 35.23 116.33 
山东 莱芜 36.12 117.40 
山东 莱西 36.52 120.31 
山东 莱阳 36.58 120.42 
山东 莱州 37.10 119.57 
山东 乐陵 37.44 117.12 
山东 聊城 36.26 115.57 
山东 临清 36.51 115.42 
山东 临沂 35.03 118.20 
山东 龙口 37.39 120.21 
山东 蓬莱 37.48 120.45 
山东 平度 36.47 119.58 
山东 青岛 36.03 120.18 
山东 青州 36.42 118.28 
山东 曲阜 35.36 116.58 
山东 日照 35.23 119.32 
山东 荣成 37.10 122.25 
山东 乳山 36.54 121.31 
山东 寿光 36.53 118.44 
山东 泰安 36.11 117.08 
山东 滕州 35.06 117.09 
山东 潍坊 36.43 119.06 
山东 威海 37.31 122.07 
山东 文登 37.12 122.03 
山东 新泰 35.54 117.45 
山东 烟台 37.32 121.24 
山东 兖州 35.32 116.49 
山东 禹城 36.56 116.39 
山东 枣庄 34.52 117.33 
山东 章丘 36.43 117.32 
山东 招远 37.21 120.23 
山东 诸城 35.59 119.24 
山东 淄博 36.48 118.03 
山东 邹城 35.24 116.58
山西 太原 37.54 112.33 
山西 长治 36.11 113.06 
山西 大同 40.06 113.17 
山西 高平 35.48 112.55 
山西 古交 37.54 112.09 
山西 河津 35.35 110.41 
山西 侯马 35.37 111.21 
山西 霍州 36.34 111.42 
山西 介休 37.02 111.55 
山西 晋城 35.30 112.51 
山西 临汾 36.05 111.31 
山西 潞城 36.21 113.14 
山西 朔州 39.19 112.26 
山西 孝义 37.08 111.48 
山西 忻州 38.24 112.43 
山西 阳泉 37.51 113.34 
山西 永济 34.52 110.27 
山西 原平 38.43 112.42 
山西 榆次 37.41 112.43 
山西 运城 35.02 110.59
陕西 西安 34.17 108.57 
陕西 安康 32.41 109.01 
陕西 宝鸡 34.22 107.09 
陕西 韩城 35.28 110.27 
陕西 汉中 33.04 107.01 
陕西 华阴 34.34 110.05 
陕西 商州 33.52 109.57 
陕西 铜川 35.06 109.07 
陕西 渭南 34.30 109.30 
陕西 咸阳 34.20 108.43 
陕西 兴平 34.18 108.29 
陕西 延安 36.35 109.28 
陕西 榆林 38.18 109.47
上海 上海 31.14 121.29
四川 成都 30.40 104.04 
四川 巴中 31.51 106.43 
四川 崇州 30.39 103.40 
四川 达川 31.14 107.29 
四川 德阳 31.09 104.22 
四川 都江堰 31.01 103.37 
四川 峨眉山 29.36 103.29 
四川 涪陵 29.42 107.22 
四川 广汉 30.58 104.15 
四川 广元 32.28 105.51 
四川 华蓥 30.26 106.44 
四川 简阳 30.24 104.32 
四川 江油 31.48 104.42 
四川 阆中 31.36 105.58 
四川 乐山 29.36 103.44 
四川 泸州 28.54 105.24 
四川 绵阳 31.30 104.42 
四川 南充 30.49 106.04 
四川 内江 29.36 105.02 
四川 攀枝花 26.34 101.43 
四川 彭州 30.59 103.57 
四川 邛崃 30.26 103.28 
四川 遂宁 30.31 105.33 
四川 万县 30.50 108.21 
四川 万源 32.03 108.03 
四川 西昌 27.54 102.16 
四川 雅安 29.59 102.59 
四川 宜宾 28.47 104.34 
四川 自贡 29.23 104.46 
四川 资阳 30.09 104.38
台湾 台北 25.03 121.30
天津 天津 39.02 117.12
西藏 拉萨 29.39 91.08 
西藏 日喀则 29.16 88.51
香港 香港市 21.23 115.12
新疆 乌鲁木齐 43.45 87.36 
新疆 阿克苏 41.09 80.19 
新疆 阿勒泰 47.50 88.12 
新疆 阿图什 39.42 76.08 
新疆 博乐 44.57 82.08 
新疆 昌吉 44.02 87.18 
新疆 阜康 44.09 87.58 
新疆 哈密 42.50 93.28 
新疆 和田 37.09 79.55 
新疆 克拉玛依 45.36 84.51 
新疆 喀什 39.30 75.59 
新疆 库尔勒 41.46 86.07 
新疆 奎屯 44.27 84.56 
新疆 石河子 44.18 86.00 
新疆 塔城 46.46 82.59 
新疆 吐鲁番 42.54 89.11 
新疆 伊宁 43.55 81.20
云南 昆明 25.04 102.42 
云南 保山 25.08 99.10 
云南 楚雄 25.01 101.32 
云南 大理 25.34 100.13 
云南 东川 26.06 103.12 
云南 个旧 23.21 103.09 
云南 景洪 22.01 100.48 
云南 开远 23.43 103.13 
云南 曲靖 25.30 103.48 
云南 瑞丽 24.00 97.50 
云南 思茅 22.48 100.58 
云南 畹町 24.06 98.04 
云南 宣威 26.13 104.06 
云南 玉溪 24.22 102.32 
云南 昭通 27.20 103.42
浙江 杭州 30.16 120.10 
浙江 慈溪 30.11 121.15 
浙江 东阳 29.16 120.14 
浙江 奉化 29.39 121.24 
浙江 富阳 30.03 119.57 
浙江 海宁 30.32 120.42 
浙江 湖州 30.52 120.06 
浙江 建德 29.29 119.16 
浙江 江山 28.45 118.37 
浙江 嘉兴 30.46 120.45 
浙江 金华 29.07 119.39 
浙江 兰溪 29.12 119.28 
浙江 临海 28.51 121.08 
浙江 丽水 28.27 119.54 
浙江 龙泉 28.04 119.08 
浙江 宁波 29.52 121.33 
浙江 平湖 30.42 121.01 
浙江 衢州 28.58 118.52 
浙江 瑞安 27.48 120.38 
浙江 上虞 30.01 120.52 
浙江 绍兴 30.00 120.34 
浙江 台州 28.41 121.27 
浙江 桐乡 30.38 120.32 
浙江 温岭 28.22 121.21 
浙江 温州 28.01 120.39 
浙江 萧山 30.09 120.16 
浙江 义乌 29.18 120.04 
浙江 乐清 28.08 120.58 
浙江 余杭 30.26 120.18 
浙江 余姚 30.02 121.10 
浙江 永康 29.54 120.01 
浙江 舟山 30.01 122.06 
浙江 诸暨 29.43 120.14
重庆 重庆 29.35 106.33 
重庆 合川 30.02 106.15 
重庆 江津 29.18 106.16 
重庆 南川 29.10 107.05 
重庆 永川 29.23 105.53
